tensor_shape,dim,device,duration,start_time,end_time,max_gpu_power,avg_gpu_power,max_gpu_util,avg_gpu_utils,max_gpu_memory_used,avg_gpu_memory_used,avg_temperature,max_temperature,gpu_model
"[129, 134, 129]",0,cuda,392967.95,2025-07-03T21:51:11.872842,2025-07-03T21:51:11.898002,29.63,29.63,3.0,3.0,731.0,729.82,31.0,31.0,NVIDIA A10
"[133, 138, 133]",0,cuda,10746.05,2025-07-03T21:51:21.911335,2025-07-03T21:51:21.912031,55.12,55.12,0.0,0.0,731.0,731.0,32.0,32.0,NVIDIA A10
"[137, 142, 137]",0,cuda,336194.25,2025-07-03T21:51:31.923536,2025-07-03T21:51:31.945061,55.33,55.33,0.0,0.0,743.0,743.0,33.0,33.0,NVIDIA A10
"[141, 146, 141]",0,cuda,201483.95,2025-07-03T21:51:41.958357,2025-07-03T21:51:41.971260,55.07,55.07,0.0,0.0,743.0,742.81,33.0,33.0,NVIDIA A10
"[145, 150, 145]",0,cuda,230675.08,2025-07-03T21:51:51.984094,2025-07-03T21:51:51.998865,55.06,55.06,0.0,0.0,751.0,750.85,33.0,33.0,NVIDIA A10
"[149, 154, 149]",0,cuda,215418.47,2025-07-03T21:52:02.011317,2025-07-03T21:52:02.025112,54.9,54.9,0.0,0.0,739.0,737.73,33.0,33.0,NVIDIA A10
"[153, 158, 153]",0,cuda,363943.25,2025-07-03T21:52:12.039699,2025-07-03T21:52:12.063000,55.27,55.26,0.0,0.0,757.0,756.48,34.0,34.0,NVIDIA A10
"[157, 162, 157]",0,cuda,228510.42,2025-07-03T21:52:22.078178,2025-07-03T21:52:22.092810,55.71,55.71,0.0,0.0,743.0,742.67,34.0,34.0,NVIDIA A10
"[161, 166, 161]",0,cuda,447307.06,2025-07-03T21:52:32.104669,2025-07-03T21:52:32.133305,55.52,55.52,0.0,0.0,763.0,762.09,34.0,34.0,NVIDIA A10
"[165, 170, 165]",0,cuda,267815.48,2025-07-03T21:52:42.152837,2025-07-03T21:52:42.169986,55.31,55.31,0.0,0.0,747.0,746.79,34.0,34.0,NVIDIA A10
"[169, 174, 169]",0,cuda,297797.88,2025-07-03T21:52:52.183606,2025-07-03T21:52:52.202674,55.51,55.51,0.0,0.0,769.0,768.52,33.99,34.0,NVIDIA A10
"[173, 178, 173]",0,cuda,391068.11,2025-07-03T21:53:02.215460,2025-07-03T21:53:02.240497,55.32,55.32,0.0,0.0,775.0,772.62,34.0,34.0,NVIDIA A10
"[177, 182, 177]",0,cuda,288526.95,2025-07-03T21:53:12.254588,2025-07-03T21:53:12.273063,55.91,55.88,0.0,0.0,755.0,753.9,34.0,34.0,NVIDIA A10
"[181, 186, 181]",0,cuda,398401.8,2025-07-03T21:53:22.285356,2025-07-03T21:53:22.310863,55.22,55.22,0.0,0.0,781.0,777.42,34.0,34.0,NVIDIA A10
"[185, 190, 185]",0,cuda,501325.25,2025-07-03T21:53:32.322480,2025-07-03T21:53:32.354573,55.52,55.52,0.0,0.0,787.0,785.2,34.0,34.0,NVIDIA A10
"[189, 194, 189]",0,cuda,333313.22,2025-07-03T21:53:42.370625,2025-07-03T21:53:42.391965,56.24,56.1,0.0,0.0,793.0,791.81,34.0,34.0,NVIDIA A10
"[193, 198, 193]",0,cuda,644826.28,2025-07-03T21:53:52.405506,2025-07-03T21:53:52.446783,55.47,55.47,0.0,0.0,799.0,797.35,34.0,34.0,NVIDIA A10
"[197, 202, 197]",0,cuda,547207.97,2025-07-03T21:54:02.459478,2025-07-03T21:54:02.494509,56.38,55.64,0.0,0.0,771.0,770.03,34.0,34.0,NVIDIA A10
"[201, 206, 201]",0,cuda,679143.78,2025-07-03T21:54:12.506801,2025-07-03T21:54:12.550275,55.56,55.56,0.0,0.0,805.0,802.01,34.0,34.0,NVIDIA A10
"[205, 210, 205]",0,cuda,421950.95,2025-07-03T21:54:22.563520,2025-07-03T21:54:22.590532,55.62,55.61,0.0,0.0,811.0,810.43,34.0,34.0,NVIDIA A10
"[209, 214, 209]",0,cuda,582008.38,2025-07-03T21:54:32.604411,2025-07-03T21:54:32.641669,56.05,56.05,0.0,0.0,817.0,815.92,34.0,34.0,NVIDIA A10
"[213, 218, 213]",0,cuda,498563.39,2025-07-03T21:54:42.654690,2025-07-03T21:54:42.686608,56.15,56.15,0.0,0.0,823.0,820.57,34.0,34.0,NVIDIA A10
"[217, 222, 217]",0,cuda,580222.2,2025-07-03T21:54:52.701074,2025-07-03T21:54:52.738219,57.39,56.69,0.0,0.0,829.0,824.53,34.0,34.0,NVIDIA A10
"[221, 226, 221]",0,cuda,506044.66,2025-07-03T21:55:02.756704,2025-07-03T21:55:02.789099,55.91,55.91,0.0,0.0,839.0,834.32,34.0,34.0,NVIDIA A10
"[225, 230, 225]",0,cuda,784792.97,2025-07-03T21:55:12.807591,2025-07-03T21:55:12.857827,55.94,55.94,0.0,0.0,847.0,845.78,34.0,34.0,NVIDIA A10
"[229, 234, 229]",0,cuda,695596.89,2025-07-03T21:55:22.872871,2025-07-03T21:55:22.917397,55.96,55.96,0.0,0.0,853.0,850.89,34.0,34.0,NVIDIA A10
"[233, 238, 233]",0,cuda,663338.31,2025-07-03T21:55:32.930126,2025-07-03T21:55:32.972588,57.25,57.25,0.0,0.0,859.0,853.9,34.0,34.0,NVIDIA A10
"[237, 242, 237]",0,cuda,813410.33,2025-07-03T21:55:42.984352,2025-07-03T21:55:43.036418,57.6,56.18,0.0,0.0,865.0,862.48,34.0,34.0,NVIDIA A10
"[241, 246, 241]",0,cuda,715584.14,2025-07-03T21:55:53.048200,2025-07-03T21:55:53.094007,55.95,55.95,4.0,0.02,875.0,873.21,34.0,34.0,NVIDIA A10
"[245, 250, 245]",0,cuda,961996.38,2025-07-03T21:56:03.108159,2025-07-03T21:56:03.169737,56.2,56.2,0.0,0.0,883.0,881.22,34.0,34.0,NVIDIA A10
"[249, 254, 249]",0,cuda,753611.58,2025-07-03T21:56:13.182094,2025-07-03T21:56:13.230333,55.86,55.86,0.0,0.0,893.0,890.03,34.0,34.0,NVIDIA A10
"[253, 258, 253]",0,cuda,1092944.66,2025-07-03T21:56:23.245528,2025-07-03T21:56:23.315486,56.1,56.1,1.0,0.42,901.0,899.0,34.15,35.0,NVIDIA A10
"[257, 262, 257]",0,cuda,925176.81,2025-07-03T21:56:33.328943,2025-07-03T21:56:33.388164,58.5,57.14,0.0,0.0,911.0,907.66,34.0,34.0,NVIDIA A10
"[261, 266, 261]",0,cuda,1011327.47,2025-07-03T21:56:43.408649,2025-07-03T21:56:43.473383,58.94,56.11,0.0,0.0,919.0,917.51,34.0,34.0,NVIDIA A10
"[265, 270, 265]",0,cuda,1057498.33,2025-07-03T21:56:53.492117,2025-07-03T21:56:53.559805,56.21,56.21,0.0,0.0,929.0,926.93,34.0,34.0,NVIDIA A10
"[269, 274, 269]",0,cuda,984428.52,2025-07-03T21:57:03.572040,2025-07-03T21:57:03.635054,57.1,57.05,0.0,0.0,937.0,933.05,34.0,34.0,NVIDIA A10
"[273, 278, 273]",0,cuda,1293693.73,2025-07-03T21:57:13.646932,2025-07-03T21:57:13.729737,56.47,56.31,0.0,0.0,947.0,946.38,34.0,34.0,NVIDIA A10
"[277, 282, 277]",0,cuda,1558896.02,2025-07-03T21:57:23.745956,2025-07-03T21:57:23.845735,56.59,56.4,0.0,0.0,959.0,956.93,34.0,34.0,NVIDIA A10
"[281, 286, 281]",0,cuda,1555924.55,2025-07-03T21:57:33.857869,2025-07-03T21:57:33.957457,56.0,55.94,0.0,0.0,971.0,969.38,34.0,34.0,NVIDIA A10
"[285, 290, 285]",0,cuda,1398105.47,2025-07-03T21:57:43.970545,2025-07-03T21:57:44.060034,55.98,55.97,0.0,0.0,979.0,972.26,34.0,34.0,NVIDIA A10
"[289, 294, 289]",0,cuda,1399468.06,2025-07-03T21:57:54.072951,2025-07-03T21:57:54.162525,57.19,56.45,83.0,33.57,989.0,988.12,34.0,34.0,NVIDIA A10
"[293, 298, 293]",0,cuda,1540583.78,2025-07-03T21:58:04.175199,2025-07-03T21:58:04.273806,56.86,56.61,0.0,0.0,1001.0,999.42,34.58,36.0,NVIDIA A10
"[297, 302, 297]",0,cuda,1544376.72,2025-07-03T21:58:14.289085,2025-07-03T21:58:14.387934,58.67,57.17,69.0,15.21,1013.0,1011.06,34.35,36.0,NVIDIA A10
"[301, 306, 301]",0,cuda,1543546.59,2025-07-03T21:58:24.399610,2025-07-03T21:58:24.498406,56.87,56.71,0.0,0.0,1025.0,1023.37,35.02,36.0,NVIDIA A10
"[305, 310, 305]",0,cuda,1520412.38,2025-07-03T21:58:34.511132,2025-07-03T21:58:34.608447,56.61,56.58,13.0,9.87,1041.0,1039.9,34.0,34.0,NVIDIA A10
"[309, 314, 309]",0,cuda,1556919.56,2025-07-03T21:58:44.623214,2025-07-03T21:58:44.722865,56.62,56.59,0.0,0.0,1055.0,1051.27,34.0,34.0,NVIDIA A10
"[313, 318, 313]",0,cuda,1619798.97,2025-07-03T21:58:54.740827,2025-07-03T21:58:54.844502,61.67,57.07,0.0,0.0,1067.0,1065.68,34.0,34.0,NVIDIA A10
"[317, 322, 317]",0,cuda,1619785.14,2025-07-03T21:59:04.857170,2025-07-03T21:59:04.960843,59.43,57.52,81.0,1.07,1079.0,1077.08,34.0,34.0,NVIDIA A10
"[321, 326, 321]",0,cuda,1728211.31,2025-07-03T21:59:14.975887,2025-07-03T21:59:15.086501,58.61,56.14,0.0,0.0,1095.0,1093.13,34.02,36.0,NVIDIA A10
"[325, 330, 325]",0,cuda,1781440.02,2025-07-03T21:59:25.101585,2025-07-03T21:59:25.215607,57.94,57.23,0.0,0.0,1109.0,1104.54,34.0,34.0,NVIDIA A10
"[329, 334, 329]",0,cuda,1811128.06,2025-07-03T21:59:35.227542,2025-07-03T21:59:35.343463,57.02,56.8,0.0,0.0,1121.0,1118.64,34.0,34.0,NVIDIA A10
"[333, 338, 333]",0,cuda,1873909.23,2025-07-03T21:59:45.356596,2025-07-03T21:59:45.476535,61.63,57.33,0.0,0.0,1137.0,1135.28,34.0,34.0,NVIDIA A10
"[337, 342, 337]",0,cuda,1987856.42,2025-07-03T21:59:55.488488,2025-07-03T21:59:55.615721,57.17,56.36,88.0,11.58,1155.0,1152.68,34.0,34.0,NVIDIA A10
"[341, 346, 341]",0,cuda,1937154.61,2025-07-03T22:00:05.628157,2025-07-03T22:00:05.752143,57.87,57.66,0.0,0.0,1169.0,1163.4,34.53,36.0,NVIDIA A10
"[345, 350, 345]",0,cuda,2272584.66,2025-07-03T22:00:15.764658,2025-07-03T22:00:15.910112,64.63,57.11,4.0,2.68,1185.0,1184.4,34.6,35.0,NVIDIA A10
"[349, 354, 349]",0,cuda,2331886.53,2025-07-03T22:00:25.923358,2025-07-03T22:00:26.072607,66.68,61.93,66.0,31.28,1203.0,1201.32,34.82,36.0,NVIDIA A10
"[353, 358, 353]",0,cuda,2379342.11,2025-07-03T22:00:36.090033,2025-07-03T22:00:36.242319,159.76,58.08,79.0,12.23,1221.0,1217.86,34.56,37.0,NVIDIA A10
"[357, 362, 357]",0,cuda,2225396.69,2025-07-03T22:00:46.256757,2025-07-03T22:00:46.399190,64.14,58.97,0.0,0.0,1235.0,1230.12,34.53,35.0,NVIDIA A10
"[361, 366, 361]",0,cuda,2301270.73,2025-07-03T22:00:56.413982,2025-07-03T22:00:56.561271,61.02,57.67,0.0,0.0,1251.0,1243.58,34.66,36.0,NVIDIA A10
"[365, 370, 365]",0,cuda,2419325.22,2025-07-03T22:01:06.580099,2025-07-03T22:01:06.734943,62.75,58.69,0.0,0.0,1273.0,1262.52,34.72,35.0,NVIDIA A10
"[369, 374, 369]",0,cuda,2474113.06,2025-07-03T22:01:16.755623,2025-07-03T22:01:16.913974,64.12,57.64,13.0,3.36,1293.0,1284.81,34.22,35.0,NVIDIA A10
"[373, 378, 373]",0,cuda,2761734.72,2025-07-03T22:01:26.926918,2025-07-03T22:01:27.103678,61.57,59.86,66.0,30.04,1311.0,1305.61,35.22,36.0,NVIDIA A10
"[377, 382, 377]",0,cuda,2723723.72,2025-07-03T22:01:37.123384,2025-07-03T22:01:37.297710,59.71,56.8,78.0,9.97,1329.0,1327.79,35.06,36.0,NVIDIA A10
"[381, 386, 381]",0,cuda,2828512.62,2025-07-03T22:01:47.311271,2025-07-03T22:01:47.492307,62.62,59.32,36.0,8.71,1347.0,1338.37,35.14,36.0,NVIDIA A10
"[385, 390, 385]",0,cuda,3268730.8,2025-07-03T22:01:57.505897,2025-07-03T22:01:57.715104,59.93,57.56,100.0,12.79,1369.0,1367.51,35.13,37.0,NVIDIA A10
"[389, 394, 389]",0,cuda,3497436.75,2025-07-03T22:02:07.735218,2025-07-03T22:02:07.959064,68.48,59.72,100.0,26.29,1389.0,1386.91,36.17,37.0,NVIDIA A10
"[393, 398, 393]",0,cuda,3561069.97,2025-07-03T22:02:17.971152,2025-07-03T22:02:18.199068,68.13,61.07,71.0,33.76,1411.0,1407.0,35.84,37.0,NVIDIA A10
"[397, 402, 397]",0,cuda,3571536.34,2025-07-03T22:02:28.212005,2025-07-03T22:02:28.440594,65.2,62.9,35.0,28.24,1431.0,1427.26,36.03,37.0,NVIDIA A10
"[401, 406, 401]",0,cuda,3517206.94,2025-07-03T22:02:38.454509,2025-07-03T22:02:38.679618,74.94,64.91,100.0,4.78,1453.0,1451.38,35.91,37.0,NVIDIA A10
"[405, 410, 405]",0,cuda,3570767.75,2025-07-03T22:02:48.694771,2025-07-03T22:02:48.923310,66.11,60.2,100.0,23.72,1477.0,1475.0,35.6,37.0,NVIDIA A10
"[409, 414, 409]",0,cuda,3816415.81,2025-07-03T22:02:58.937965,2025-07-03T22:02:59.182225,67.54,58.86,87.0,27.17,1501.0,1498.32,35.57,37.0,NVIDIA A10
"[413, 418, 413]",0,cuda,4047496.81,2025-07-03T22:03:09.195767,2025-07-03T22:03:09.454815,64.72,59.57,39.0,20.01,1521.0,1518.58,35.65,37.0,NVIDIA A10
"[417, 422, 417]",0,cuda,3976531.77,2025-07-03T22:03:19.469622,2025-07-03T22:03:19.724128,168.03,62.41,100.0,15.46,1543.0,1532.97,35.4,37.0,NVIDIA A10
"[421, 426, 421]",0,cuda,4153330.25,2025-07-03T22:03:29.740182,2025-07-03T22:03:30.006004,68.85,60.12,77.0,20.58,1571.0,1565.95,35.45,37.0,NVIDIA A10
"[425, 430, 425]",0,cuda,3978502.88,2025-07-03T22:03:40.024261,2025-07-03T22:03:40.278893,65.21,60.58,0.0,0.0,1597.0,1591.22,35.67,37.0,NVIDIA A10
"[429, 434, 429]",0,cuda,4208903.22,2025-07-03T22:03:50.292536,2025-07-03T22:03:50.561915,70.31,63.51,100.0,11.59,1621.0,1615.84,35.56,37.0,NVIDIA A10
"[433, 438, 433]",0,cuda,4106129.72,2025-07-03T22:04:00.580347,2025-07-03T22:04:00.843147,65.77,60.5,100.0,43.32,1645.0,1642.23,36.04,38.0,NVIDIA A10
"[437, 442, 437]",0,cuda,4790456.3,2025-07-03T22:04:10.857661,2025-07-03T22:04:11.164259,84.03,65.2,100.0,37.8,1669.0,1667.45,36.54,38.0,NVIDIA A10
"[441, 446, 441]",0,cuda,4302261.41,2025-07-03T22:04:21.184799,2025-07-03T22:04:21.460151,69.72,63.29,100.0,35.07,1697.0,1693.5,35.62,38.0,NVIDIA A10
"[445, 450, 445]",0,cuda,4927979.98,2025-07-03T22:04:31.474072,2025-07-03T22:04:31.789470,82.6,69.32,100.0,49.09,1723.0,1721.03,36.14,38.0,NVIDIA A10
"[449, 454, 449]",0,cuda,4806424.19,2025-07-03T22:04:41.802202,2025-07-03T22:04:42.109821,80.33,67.58,91.0,44.85,1751.0,1749.64,36.1,38.0,NVIDIA A10
"[453, 458, 453]",0,cuda,4755965.11,2025-07-03T22:04:52.122721,2025-07-03T22:04:52.427111,73.61,65.23,100.0,25.14,1781.0,1779.3,36.03,37.0,NVIDIA A10
"[457, 462, 457]",0,cuda,4922198.7,2025-07-03T22:05:02.443584,2025-07-03T22:05:02.758612,79.68,65.92,100.0,30.71,1811.0,1809.42,36.23,37.0,NVIDIA A10
"[461, 466, 461]",0,cuda,5090668.41,2025-07-03T22:05:12.772268,2025-07-03T22:05:13.098079,71.9,62.63,100.0,42.81,1837.0,1835.18,36.19,38.0,NVIDIA A10
"[465, 470, 465]",0,cuda,5124122.88,2025-07-03T22:05:23.112364,2025-07-03T22:05:23.440316,73.68,64.02,100.0,17.97,1865.0,1862.41,36.09,37.0,NVIDIA A10
"[469, 474, 469]",0,cuda,5969691.83,2025-07-03T22:05:33.453622,2025-07-03T22:05:33.835691,71.78,64.28,100.0,58.57,1895.0,1887.27,36.22,38.0,NVIDIA A10
"[473, 478, 473]",0,cuda,5812328.16,2025-07-03T22:05:43.848486,2025-07-03T22:05:44.220484,71.18,61.83,100.0,54.09,1925.0,1918.37,36.64,38.0,NVIDIA A10
"[477, 482, 477]",0,cuda,6157463.25,2025-07-03T22:05:54.234191,2025-07-03T22:05:54.628277,75.47,67.4,100.0,68.64,1959.0,1957.07,36.97,38.0,NVIDIA A10
"[481, 486, 481]",0,cuda,6058499.44,2025-07-03T22:06:04.642506,2025-07-03T22:06:05.030259,89.33,71.82,100.0,56.32,1991.0,1983.16,36.58,38.0,NVIDIA A10
"[485, 490, 485]",0,cuda,6091310.41,2025-07-03T22:06:15.048691,2025-07-03T22:06:15.438546,86.99,72.84,100.0,62.71,2021.0,2019.78,36.54,38.0,NVIDIA A10
"[489, 494, 489]",0,cuda,6745266.39,2025-07-03T22:06:25.452710,2025-07-03T22:06:25.884416,82.12,67.27,100.0,62.29,2055.0,2051.37,36.52,38.0,NVIDIA A10
"[493, 498, 493]",0,cuda,6432978.0,2025-07-03T22:06:35.898761,2025-07-03T22:06:36.310480,79.71,66.21,100.0,60.09,2087.0,2085.02,36.65,38.0,NVIDIA A10
"[497, 502, 497]",0,cuda,6951274.92,2025-07-03T22:06:46.325397,2025-07-03T22:06:46.770289,75.99,65.55,100.0,55.45,2121.0,2115.15,36.51,38.0,NVIDIA A10
"[501, 506, 501]",0,cuda,6882615.41,2025-07-03T22:06:56.784091,2025-07-03T22:06:57.224588,96.36,73.99,100.0,47.31,2157.0,2154.65,36.22,38.0,NVIDIA A10
"[505, 510, 505]",0,cuda,6833992.78,2025-07-03T22:07:07.237921,2025-07-03T22:07:07.675306,86.96,71.75,100.0,52.26,2193.0,2191.09,36.3,38.0,NVIDIA A10
"[509, 514, 509]",0,cuda,7645780.17,2025-07-03T22:07:17.698821,2025-07-03T22:07:18.188160,88.63,70.66,100.0,58.39,2225.0,2223.98,36.61,38.0,NVIDIA A10
"[513, 518, 513]",0,cuda,7041426.5,2025-07-03T22:07:28.203687,2025-07-03T22:07:28.654348,77.47,64.79,100.0,40.74,2263.0,2258.88,36.2,38.0,NVIDIA A10
"[517, 522, 517]",0,cuda,7240330.09,2025-07-03T22:07:38.671042,2025-07-03T22:07:39.134432,92.83,64.34,100.0,64.32,2301.0,2292.28,37.25,38.0,NVIDIA A10
"[521, 526, 521]",0,cuda,7765249.39,2025-07-03T22:07:49.157308,2025-07-03T22:07:49.654293,162.39,78.14,100.0,67.64,2337.0,2333.28,37.0,38.0,NVIDIA A10
"[525, 530, 525]",0,cuda,7708372.44,2025-07-03T22:07:59.669116,2025-07-03T22:08:00.162461,168.23,69.92,100.0,59.19,2373.0,2371.34,36.89,38.0,NVIDIA A10
"[529, 534, 529]",0,cuda,7690066.61,2025-07-03T22:08:10.178787,2025-07-03T22:08:10.670959,82.97,68.63,100.0,67.96,2413.0,2408.2,36.71,38.0,NVIDIA A10
"[533, 538, 533]",0,cuda,7996840.95,2025-07-03T22:08:20.684231,2025-07-03T22:08:21.196038,101.57,75.09,100.0,64.37,2451.0,2441.36,36.97,38.0,NVIDIA A10
"[537, 542, 537]",0,cuda,8750854.83,2025-07-03T22:08:31.210077,2025-07-03T22:08:31.770140,97.1,78.35,100.0,61.32,2491.0,2489.66,36.7,38.0,NVIDIA A10
"[541, 546, 541]",0,cuda,8798788.27,2025-07-03T22:08:41.788920,2025-07-03T22:08:42.352052,82.97,70.47,100.0,71.06,2529.0,2526.74,37.04,38.0,NVIDIA A10
"[545, 550, 545]",0,cuda,9446612.69,2025-07-03T22:08:52.367461,2025-07-03T22:08:52.972053,111.51,78.81,100.0,75.97,2569.0,2563.64,37.38,39.0,NVIDIA A10
"[549, 554, 549]",0,cuda,9370755.2,2025-07-03T22:09:02.985551,2025-07-03T22:09:03.585287,92.31,73.6,100.0,57.18,2611.0,2608.66,37.12,39.0,NVIDIA A10
"[553, 558, 553]",0,cuda,9232030.5,2025-07-03T22:09:13.601201,2025-07-03T22:09:14.192059,86.04,71.04,100.0,66.13,2653.0,2652.17,37.0,39.0,NVIDIA A10
"[557, 562, 557]",0,cuda,9469600.72,2025-07-03T22:09:24.211165,2025-07-03T22:09:24.817230,153.58,76.49,100.0,81.83,2695.0,2687.15,36.99,39.0,NVIDIA A10
"[561, 566, 561]",0,cuda,9546698.17,2025-07-03T22:09:34.837817,2025-07-03T22:09:35.448813,93.38,78.1,100.0,74.57,2737.0,2729.45,37.58,39.0,NVIDIA A10
"[565, 570, 565]",0,cuda,9760061.5,2025-07-03T22:09:45.464361,2025-07-03T22:09:46.089013,112.21,76.91,100.0,80.45,2783.0,2780.45,37.55,39.0,NVIDIA A10
"[569, 574, 569]",0,cuda,9917376.06,2025-07-03T22:09:56.104785,2025-07-03T22:09:56.739505,107.28,89.93,100.0,64.07,2827.0,2820.61,37.29,39.0,NVIDIA A10
