tensor_shape,dim,device,duration,start_time,end_time,max_gpu_power,avg_gpu_power,max_gpu_util,avg_gpu_utils,max_gpu_memory_used,avg_gpu_memory_used,avg_temperature,max_temperature,gpu_model
"[1005, 1010, 1005]",0,cuda,56927405.47,2025-07-03T22:31:33.835673,2025-07-03T22:31:37.479035,150.85,134.15,100.0,94.92,12341.0,12336.5,42.34,44.0,NVIDIA A10
"[1009, 1014, 1009]",0,cuda,58680176.25,2025-07-03T22:31:47.515942,2025-07-03T22:31:51.271483,150.84,140.87,100.0,94.45,12483.0,12480.22,42.42,44.0,NVIDIA A10
"[1013, 1018, 1013]",0,cuda,58903916.06,2025-07-03T22:32:01.299926,2025-07-03T22:32:05.069785,155.17,133.85,100.0,95.46,12623.0,12617.98,42.4,44.0,NVIDIA A10
"[1017, 1022, 1017]",0,cuda,60582970.08,2025-07-03T22:32:15.098762,2025-07-03T22:32:18.976080,151.48,132.74,100.0,93.53,12765.0,12760.85,42.4,44.0,NVIDIA A10
"[1021, 1026, 1021]",0,cuda,64359141.2,2025-07-03T22:32:29.006749,2025-07-03T22:32:33.125747,156.04,136.66,100.0,97.22,12905.0,12900.24,42.71,44.0,NVIDIA A10
"[1025, 1030, 1025]",0,cuda,61402423.98,2025-07-03T22:32:43.156032,2025-07-03T22:32:47.085796,150.71,144.34,100.0,97.15,13051.0,13046.24,42.7,44.0,NVIDIA A10
"[1029, 1034, 1029]",0,cuda,61889944.61,2025-07-03T22:32:57.123001,2025-07-03T22:33:01.083967,151.75,138.76,100.0,94.24,13197.0,13191.19,42.6,44.0,NVIDIA A10
"[1033, 1038, 1033]",0,cuda,63100813.44,2025-07-03T22:33:11.114721,2025-07-03T22:33:15.153182,151.12,135.0,100.0,93.37,13341.0,13339.28,42.58,44.0,NVIDIA A10
"[1037, 1042, 1037]",0,cuda,63312302.36,2025-07-03T22:33:25.185675,2025-07-03T22:33:29.237671,153.38,132.81,100.0,95.39,13489.0,13487.32,42.69,44.0,NVIDIA A10
"[1041, 1046, 1041]",0,cuda,63960697.53,2025-07-03T22:33:39.268027,2025-07-03T22:33:43.361521,150.36,141.78,100.0,96.94,13639.0,13635.57,42.7,44.0,NVIDIA A10
"[1045, 1050, 1045]",0,cuda,64462019.2,2025-07-03T22:33:53.393968,2025-07-03T22:33:57.519547,153.61,140.17,100.0,94.81,13789.0,13781.17,42.64,44.0,NVIDIA A10
"[1049, 1054, 1049]",0,cuda,66202221.94,2025-07-03T22:34:07.558905,2025-07-03T22:34:11.795856,153.22,135.84,100.0,97.78,13939.0,13933.53,42.71,44.0,NVIDIA A10
"[1053, 1058, 1053]",0,cuda,67802236.86,2025-07-03T22:34:21.827624,2025-07-03T22:34:26.166976,150.96,137.26,100.0,98.43,14089.0,14083.89,42.88,44.0,NVIDIA A10
"[1057, 1062, 1057]",0,cuda,67759805.47,2025-07-03T22:34:36.203442,2025-07-03T22:34:40.540079,153.22,136.08,100.0,97.97,14243.0,14241.06,42.92,44.0,NVIDIA A10
"[1061, 1066, 1061]",0,cuda,70173654.44,2025-07-03T22:34:50.572722,2025-07-03T22:34:55.063845,152.99,138.31,100.0,97.88,14395.0,14389.14,42.95,44.0,NVIDIA A10
"[1065, 1070, 1065]",0,cuda,68710655.52,2025-07-03T22:35:05.100381,2025-07-03T22:35:09.497872,150.75,138.53,100.0,95.41,14549.0,14545.29,42.82,44.0,NVIDIA A10
"[1069, 1074, 1069]",0,cuda,69485441.73,2025-07-03T22:35:19.532323,2025-07-03T22:35:23.979402,150.42,141.39,100.0,99.82,14705.0,14703.02,42.97,44.0,NVIDIA A10
"[1073, 1078, 1073]",0,cuda,71915914.61,2025-07-03T22:35:34.013472,2025-07-03T22:35:38.616100,150.3,142.33,100.0,97.23,14865.0,14863.32,43.06,44.0,NVIDIA A10
"[1077, 1082, 1077]",0,cuda,72192396.0,2025-07-03T22:35:48.651501,2025-07-03T22:35:53.271823,150.51,135.05,100.0,97.26,15023.0,15021.6,43.12,44.0,NVIDIA A10
"[1081, 1086, 1081]",0,cuda,72036704.02,2025-07-03T22:36:03.317310,2025-07-03T22:36:07.927668,154.07,139.12,100.0,98.86,15183.0,15180.2,43.08,44.0,NVIDIA A10
"[1085, 1090, 1085]",0,cuda,73749328.84,2025-07-03T22:36:17.961461,2025-07-03T22:36:22.681426,171.64,142.5,100.0,97.51,15345.0,15343.11,43.22,44.0,NVIDIA A10
"[1089, 1094, 1089]",0,cuda,74424333.77,2025-07-03T22:36:32.715974,2025-07-03T22:36:37.479140,154.58,136.36,100.0,95.6,15507.0,15505.07,43.18,44.0,NVIDIA A10
"[1093, 1098, 1093]",0,cuda,75576496.55,2025-07-03T22:36:47.517993,2025-07-03T22:36:52.354898,150.44,137.28,100.0,95.95,15669.0,15667.38,43.29,45.0,NVIDIA A10
"[1097, 1102, 1097]",0,cuda,75548319.28,2025-07-03T22:37:02.391833,2025-07-03T22:37:07.226934,151.95,139.35,100.0,94.74,15835.0,15828.99,43.27,45.0,NVIDIA A10
"[1101, 1106, 1101]",0,cuda,76076048.61,2025-07-03T22:37:17.260409,2025-07-03T22:37:22.129284,151.26,144.61,100.0,98.6,16003.0,16001.4,43.4,45.0,NVIDIA A10
"[1105, 1110, 1105]",0,cuda,77690561.09,2025-07-03T22:37:32.167163,2025-07-03T22:37:37.139368,150.69,135.77,100.0,96.46,16171.0,16166.43,43.42,45.0,NVIDIA A10
"[1109, 1114, 1109]",0,cuda,78115170.3,2025-07-03T22:37:47.187914,2025-07-03T22:37:52.187294,150.46,136.34,100.0,96.59,16339.0,16337.64,43.42,45.0,NVIDIA A10
"[1113, 1118, 1113]",0,cuda,79260430.7,2025-07-03T22:38:02.223938,2025-07-03T22:38:07.296615,153.51,139.97,100.0,96.42,16507.0,16504.23,43.51,45.0,NVIDIA A10
"[1117, 1122, 1117]",0,cuda,84095506.25,2025-07-03T22:38:17.336577,2025-07-03T22:38:22.718698,156.05,138.55,100.0,97.09,16679.0,16671.19,43.77,45.0,NVIDIA A10
"[1121, 1126, 1121]",0,cuda,81019970.39,2025-07-03T22:38:32.757725,2025-07-03T22:38:37.943012,150.75,139.09,100.0,98.24,16849.0,16840.16,43.8,45.0,NVIDIA A10
"[1125, 1130, 1125]",0,cuda,81606375.8,2025-07-03T22:38:47.981416,2025-07-03T22:38:53.204233,162.47,138.75,100.0,95.13,17021.0,17015.04,43.88,45.0,NVIDIA A10
"[1129, 1134, 1129]",0,cuda,82988336.58,2025-07-03T22:39:03.248163,2025-07-03T22:39:08.559426,153.38,137.92,100.0,98.37,17195.0,17193.02,43.99,45.0,NVIDIA A10
"[1133, 1138, 1133]",0,cuda,82731574.39,2025-07-03T22:39:18.597681,2025-07-03T22:39:23.892511,153.9,140.66,100.0,96.56,17373.0,17365.85,43.99,45.0,NVIDIA A10
"[1137, 1142, 1137]",0,cuda,84190043.56,2025-07-03T22:39:33.928798,2025-07-03T22:39:39.316970,152.92,145.09,100.0,96.86,17549.0,17547.31,43.96,45.0,NVIDIA A10
"[1141, 1146, 1141]",0,cuda,85456377.81,2025-07-03T22:39:49.355105,2025-07-03T22:39:54.824323,150.47,135.95,100.0,96.33,17727.0,17721.24,44.05,45.0,NVIDIA A10
"[1145, 1150, 1145]",0,cuda,85443792.73,2025-07-03T22:40:04.865259,2025-07-03T22:40:10.333673,154.26,139.92,100.0,97.82,17907.0,17897.21,44.04,45.0,NVIDIA A10
"[1149, 1154, 1149]",0,cuda,89081485.67,2025-07-03T22:40:20.373844,2025-07-03T22:40:26.075069,152.14,142.67,100.0,96.28,18087.0,18085.14,44.1,45.0,NVIDIA A10
"[1153, 1158, 1153]",0,cuda,89189956.33,2025-07-03T22:40:36.115582,2025-07-03T22:40:41.823749,153.87,144.1,100.0,96.94,18271.0,18265.96,44.12,46.0,NVIDIA A10
"[1157, 1162, 1157]",0,cuda,88969652.09,2025-07-03T22:40:51.862756,2025-07-03T22:40:57.556823,150.99,141.47,100.0,97.68,18453.0,18442.87,44.28,46.0,NVIDIA A10
"[1161, 1166, 1161]",0,cuda,89828959.62,2025-07-03T22:41:07.597088,2025-07-03T22:41:13.346151,154.19,142.13,100.0,97.34,18637.0,18629.23,44.28,46.0,NVIDIA A10
"[1165, 1170, 1165]",0,cuda,90663981.0,2025-07-03T22:41:23.393459,2025-07-03T22:41:29.195963,150.45,137.66,100.0,96.93,18823.0,18820.44,44.27,46.0,NVIDIA A10
"[1169, 1174, 1169]",0,cuda,91533974.88,2025-07-03T22:41:39.236840,2025-07-03T22:41:45.095023,152.14,142.11,100.0,97.96,19013.0,19011.06,44.4,46.0,NVIDIA A10
"[1173, 1178, 1173]",0,cuda,93808155.75,2025-07-03T22:41:55.136785,2025-07-03T22:42:01.140516,151.38,138.48,100.0,96.08,19201.0,19198.56,44.4,46.0,NVIDIA A10
"[1177, 1182, 1177]",0,cuda,93686202.58,2025-07-03T22:42:11.183288,2025-07-03T22:42:17.179214,150.51,138.65,100.0,96.3,19391.0,19387.93,44.39,46.0,NVIDIA A10
"[1181, 1186, 1181]",0,cuda,97214229.53,2025-07-03T22:42:27.222947,2025-07-03T22:42:33.444667,154.56,140.09,100.0,97.56,19583.0,19580.93,44.51,46.0,NVIDIA A10
"[1185, 1190, 1185]",0,cuda,96782922.97,2025-07-03T22:42:43.489964,2025-07-03T22:42:49.684080,151.28,140.83,100.0,97.26,19775.0,19773.1,44.52,46.0,NVIDIA A10
"[1189, 1194, 1189]",0,cuda,96672684.34,2025-07-03T22:42:59.726060,2025-07-03T22:43:05.913121,154.95,137.36,100.0,96.16,19967.0,19965.07,44.47,46.0,NVIDIA A10
"[1193, 1198, 1193]",0,cuda,97104441.23,2025-07-03T22:43:15.958421,2025-07-03T22:43:22.173115,154.65,144.08,100.0,97.41,20163.0,20161.31,44.51,46.0,NVIDIA A10
"[1197, 1202, 1197]",0,cuda,98880379.91,2025-07-03T22:43:32.213860,2025-07-03T22:43:38.542213,151.01,146.18,100.0,98.52,20357.0,20354.3,44.56,46.0,NVIDIA A10
"[1201, 1206, 1201]",0,cuda,100096029.3,2025-07-03T22:43:48.588810,2025-07-03T22:43:54.994966,152.92,140.15,100.0,96.98,20553.0,20551.05,44.6,46.0,NVIDIA A10
"[1205, 1210, 1205]",0,cuda,100540329.19,2025-07-03T22:44:05.041339,2025-07-03T22:44:11.475929,151.04,140.32,100.0,95.95,20755.0,20753.56,44.59,46.0,NVIDIA A10
"[1209, 1214, 1209]",0,cuda,100754559.94,2025-07-03T22:44:21.521068,2025-07-03T22:44:27.969368,153.51,145.66,100.0,98.24,20955.0,20953.04,44.66,46.0,NVIDIA A10
"[1213, 1218, 1213]",0,cuda,102913301.05,2025-07-03T22:44:38.019925,2025-07-03T22:44:44.606385,153.87,139.16,100.0,96.52,21157.0,21155.04,44.65,46.0,NVIDIA A10
"[1217, 1222, 1217]",0,cuda,104854105.97,2025-07-03T22:44:54.657903,2025-07-03T22:45:01.368575,152.04,140.03,100.0,97.32,21361.0,21359.07,44.73,46.0,NVIDIA A10
"[1221, 1226, 1221]",0,cuda,105021513.33,2025-07-03T22:45:11.415163,2025-07-03T22:45:18.136548,154.36,144.52,100.0,98.09,21565.0,21563.64,44.86,46.0,NVIDIA A10
"[1225, 1230, 1225]",0,cuda,106619152.91,2025-07-03T22:45:28.183918,2025-07-03T22:45:35.007553,152.14,140.09,100.0,96.83,21769.0,21760.43,44.88,46.0,NVIDIA A10
"[1229, 1234, 1229]",0,cuda,106199880.69,2025-07-03T22:45:45.060518,2025-07-03T22:45:51.857321,150.91,140.95,100.0,96.0,21977.0,21972.9,44.88,46.0,NVIDIA A10
"[1233, 1238, 1233]",0,cuda,106847996.92,2025-07-03T22:46:01.900154,2025-07-03T22:46:08.738434,153.51,146.1,100.0,97.92,22183.0,22180.78,44.95,46.0,NVIDIA A10
"[1237, 1242, 1237]",0,cuda,108364853.2,2025-07-03T22:46:18.794916,2025-07-03T22:46:25.730276,150.89,143.32,100.0,97.48,22391.0,22388.81,44.95,46.0,NVIDIA A10
"[1241, 1246, 1241]",0,cuda,109019468.42,2025-07-03T22:46:35.784413,2025-07-03T22:46:42.761668,151.19,142.67,100.0,98.18,22605.0,22599.77,45.0,46.0,NVIDIA A10
"[1245, 1250, 1245]",0,cuda,112837251.42,2025-07-03T22:46:52.809262,2025-07-03T22:47:00.030855,153.71,144.45,100.0,99.55,22817.0,22807.6,45.04,46.0,NVIDIA A10
"[1249, 1254, 1249]",0,cuda,117965230.81,2025-07-03T22:47:10.085959,2025-07-03T22:47:17.635742,153.71,145.44,100.0,99.73,15639.0,15638.44,45.17,46.0,NVIDIA A10
"[1253, 1258, 1253]",0,cuda,116323946.95,2025-07-03T22:47:27.687065,2025-07-03T22:47:35.131806,150.78,144.5,100.0,99.85,15783.0,15782.72,45.15,46.0,NVIDIA A10
"[1257, 1262, 1257]",0,cuda,117448506.02,2025-07-03T22:47:45.182166,2025-07-03T22:47:52.698878,153.22,145.83,100.0,99.73,15927.0,15926.43,45.17,47.0,NVIDIA A10
"[1261, 1266, 1261]",0,cuda,118266360.02,2025-07-03T22:48:02.747761,2025-07-03T22:48:10.316817,153.71,146.52,100.0,99.94,16071.0,16070.44,45.16,47.0,NVIDIA A10
"[1265, 1270, 1265]",0,cuda,119669242.64,2025-07-03T22:48:20.367663,2025-07-03T22:48:28.026503,153.87,142.53,100.0,99.97,16219.0,16218.44,45.25,47.0,NVIDIA A10
"[1269, 1274, 1269]",0,cuda,124668192.22,2025-07-03T22:48:38.077309,2025-07-03T22:48:46.056082,150.84,145.0,100.0,99.56,16367.0,16366.72,45.42,47.0,NVIDIA A10
"[1273, 1278, 1273]",0,cuda,122956409.58,2025-07-03T22:48:56.109328,2025-07-03T22:49:03.978547,153.68,140.89,100.0,99.98,16515.0,16514.42,45.45,47.0,NVIDIA A10
"[1277, 1282, 1277]",0,cuda,123272381.27,2025-07-03T22:49:14.035947,2025-07-03T22:49:21.925389,154.36,144.85,100.0,99.65,16663.0,16662.43,45.44,47.0,NVIDIA A10
"[1281, 1286, 1281]",0,cuda,124559295.86,2025-07-03T22:49:31.977269,2025-07-03T22:49:39.949074,152.05,143.11,100.0,99.49,16815.0,16814.16,45.48,47.0,NVIDIA A10
"[1285, 1290, 1285]",0,cuda,124867315.25,2025-07-03T22:49:50.003326,2025-07-03T22:49:57.994844,154.09,146.29,100.0,100.0,16963.0,16962.71,45.56,47.0,NVIDIA A10
"[1289, 1294, 1289]",0,cuda,126608708.45,2025-07-03T22:50:08.048060,2025-07-03T22:50:16.151028,153.8,143.39,100.0,99.59,17115.0,17114.71,45.47,47.0,NVIDIA A10
"[1293, 1298, 1293]",0,cuda,128242655.55,2025-07-03T22:50:26.205877,2025-07-03T22:50:34.413416,150.69,145.36,100.0,99.9,17271.0,17270.44,45.51,47.0,NVIDIA A10
"[1297, 1302, 1297]",0,cuda,129825390.06,2025-07-03T22:50:44.467973,2025-07-03T22:50:52.776808,152.14,146.22,100.0,99.99,17423.0,17422.72,45.62,47.0,NVIDIA A10
"[1301, 1306, 1301]",0,cuda,131394046.31,2025-07-03T22:51:02.841292,2025-07-03T22:51:11.250520,151.3,142.8,100.0,99.97,17579.0,17578.44,45.64,47.0,NVIDIA A10
"[1305, 1310, 1305]",0,cuda,131998052.73,2025-07-03T22:51:21.307657,2025-07-03T22:51:29.755541,150.94,145.37,100.0,99.99,17735.0,17734.44,45.72,47.0,NVIDIA A10
"[1309, 1314, 1309]",0,cuda,132490326.7,2025-07-03T22:51:39.830884,2025-07-03T22:51:48.310274,153.8,146.63,100.0,99.73,17891.0,17890.43,45.69,47.0,NVIDIA A10
"[1313, 1318, 1313]",0,cuda,134052545.23,2025-07-03T22:51:58.367076,2025-07-03T22:52:06.946448,150.52,143.15,100.0,99.99,18047.0,18046.71,45.7,47.0,NVIDIA A10
"[1317, 1322, 1317]",0,cuda,136188623.39,2025-07-03T22:52:17.002844,2025-07-03T22:52:25.718925,152.13,143.76,100.0,99.98,18207.0,18206.45,45.78,47.0,NVIDIA A10
"[1321, 1326, 1321]",0,cuda,136686564.14,2025-07-03T22:52:35.777611,2025-07-03T22:52:44.525561,153.51,143.4,100.0,99.9,18367.0,18366.44,45.79,47.0,NVIDIA A10
"[1325, 1330, 1325]",0,cuda,137212956.23,2025-07-03T22:52:54.593215,2025-07-03T22:53:03.374853,152.34,146.3,100.0,99.71,18527.0,18526.43,45.8,47.0,NVIDIA A10
"[1329, 1334, 1329]",0,cuda,140106582.44,2025-07-03T22:53:13.433607,2025-07-03T22:53:22.400438,154.78,143.7,100.0,99.74,18691.0,18690.43,45.84,47.0,NVIDIA A10
"[1333, 1338, 1333]",0,cuda,140954433.25,2025-07-03T22:53:32.461315,2025-07-03T22:53:41.482407,151.56,146.38,100.0,99.81,18851.0,18850.45,45.87,47.0,NVIDIA A10
"[1337, 1342, 1337]",0,cuda,143869020.08,2025-07-03T22:53:51.544142,2025-07-03T22:54:00.751767,151.31,143.3,100.0,99.95,19015.0,19014.43,45.95,47.0,NVIDIA A10
"[1341, 1346, 1341]",0,cuda,143584241.91,2025-07-03T22:54:10.811533,2025-07-03T22:54:20.000933,155.43,143.33,100.0,99.65,19179.0,19178.43,45.92,47.0,NVIDIA A10
"[1345, 1350, 1345]",0,cuda,143326893.8,2025-07-03T22:54:30.060333,2025-07-03T22:54:39.233262,151.77,143.74,100.0,99.99,19347.0,19346.44,45.97,47.0,NVIDIA A10
"[1349, 1354, 1349]",0,cuda,145148678.09,2025-07-03T22:54:49.298296,2025-07-03T22:54:58.587819,150.41,142.85,100.0,99.96,19511.0,19510.41,45.99,47.0,NVIDIA A10
"[1353, 1358, 1353]",0,cuda,148926159.34,2025-07-03T22:55:08.650022,2025-07-03T22:55:18.181304,150.94,146.89,100.0,99.63,19679.0,19678.71,46.03,47.0,NVIDIA A10
"[1357, 1362, 1357]",0,cuda,150657724.97,2025-07-03T22:55:28.249910,2025-07-03T22:55:37.892014,151.08,144.79,100.0,99.69,19847.0,19846.71,46.06,47.0,NVIDIA A10
"[1361, 1366, 1361]",0,cuda,149944041.38,2025-07-03T22:55:47.951870,2025-07-03T22:55:57.548297,152.73,144.24,100.0,99.73,20019.0,20018.43,46.1,47.0,NVIDIA A10
"[1365, 1370, 1365]",0,cuda,151564657.55,2025-07-03T22:56:07.611684,2025-07-03T22:56:17.311832,151.45,145.88,100.0,99.99,20187.0,20186.43,46.12,48.0,NVIDIA A10
"[1369, 1374, 1369]",0,cuda,152581061.11,2025-07-03T22:56:27.376695,2025-07-03T22:56:37.141892,150.98,146.04,100.0,99.91,20359.0,20358.44,46.07,48.0,NVIDIA A10
"[1373, 1378, 1373]",0,cuda,157970110.94,2025-07-03T22:56:47.205131,2025-07-03T22:56:57.315226,154.46,144.38,100.0,99.82,20531.0,20530.46,46.27,48.0,NVIDIA A10
"[1377, 1382, 1377]",0,cuda,154689536.22,2025-07-03T22:57:07.385526,2025-07-03T22:57:17.285666,152.44,147.06,100.0,99.81,20707.0,20706.43,46.23,48.0,NVIDIA A10
"[1381, 1386, 1381]",0,cuda,155748255.27,2025-07-03T22:57:27.350718,2025-07-03T22:57:37.318614,150.58,144.16,100.0,99.96,20879.0,20878.43,46.19,48.0,NVIDIA A10
"[1385, 1390, 1385]",0,cuda,159593925.77,2025-07-03T22:57:47.383144,2025-07-03T22:57:57.597163,152.14,147.28,100.0,99.99,21055.0,21054.45,46.27,48.0,NVIDIA A10
"[1389, 1394, 1389]",0,cuda,160866770.61,2025-07-03T22:58:07.662356,2025-07-03T22:58:17.957837,155.07,147.15,100.0,99.98,21231.0,21230.45,46.41,48.0,NVIDIA A10
"[1393, 1398, 1393]",0,cuda,160675639.92,2025-07-03T22:58:28.024542,2025-07-03T22:58:38.307792,152.73,145.07,100.0,99.9,21411.0,21410.17,46.35,48.0,NVIDIA A10
"[1397, 1402, 1397]",0,cuda,163978032.73,2025-07-03T22:58:48.376791,2025-07-03T22:58:58.871395,150.87,145.45,100.0,99.98,21587.0,21586.18,46.44,48.0,NVIDIA A10
"[1401, 1406, 1401]",0,cuda,162514903.52,2025-07-03T22:59:08.941079,2025-07-03T22:59:19.342041,153.22,146.62,100.0,99.97,21767.0,21766.42,46.44,48.0,NVIDIA A10
"[1405, 1410, 1405]",0,cuda,164135743.95,2025-07-03T22:59:29.406820,2025-07-03T22:59:39.911516,151.73,145.31,100.0,99.99,21947.0,21946.43,46.53,48.0,NVIDIA A10
"[1409, 1414, 1409]",0,cuda,167730545.05,2025-07-03T22:59:49.976624,2025-07-03T23:00:00.711387,155.16,146.52,100.0,99.96,22131.0,22130.43,46.58,48.0,NVIDIA A10
"[1413, 1418, 1413]",0,cuda,170233875.83,2025-07-03T23:00:10.788596,2025-07-03T23:00:21.683573,153.19,147.31,100.0,99.82,22311.0,22310.46,46.63,48.0,NVIDIA A10
"[1417, 1422, 1417]",0,cuda,169488895.22,2025-07-03T23:00:31.752342,2025-07-03T23:00:42.599639,153.22,145.66,100.0,99.81,22495.0,22494.44,46.65,48.0,NVIDIA A10
"[1421, 1426, 1421]",0,cuda,170653328.64,2025-07-03T23:00:52.668707,2025-07-03T23:01:03.590528,152.7,147.04,100.0,99.86,22683.0,22682.43,46.71,48.0,NVIDIA A10
"[1425, 1430, 1425]",0,cuda,172133171.75,2025-07-03T23:01:13.660127,2025-07-03T23:01:24.676659,152.34,145.43,100.0,99.79,22867.0,22866.19,46.72,48.0,NVIDIA A10
